id,employeeId,companyId,rating,creationDate
ItN11oBR1pzqZBf55pPx,CIvlxzWmdU7IcrvbqUBW,oKcTsIup3B2CAMSFz584,3,"{""_seconds"":1354957460,""_nanoseconds"":802000000}"
ItegbMYyR30crZfzmyef,L0ss2IRK3Wwikr90fnJ5,75uD6iP12uEVLpULDmpu,3,"{""_seconds"":1333822537,""_nanoseconds"":390000000}"
ItgX1DurvjAKh8dAqi2L,CqtBQsRbpdWFAJwaOsgX,naoTrCHThzlUN9hHj5kT,3.5,"{""_seconds"":1345053726,""_nanoseconds"":507000000}"
Iu3rQVWP3K3bsUs2DRYB,zk48yvhMQYIelcb1DxlS,Ov0EsCaLyOGpYazVr8UV,4,"{""_seconds"":1435993457,""_nanoseconds"":782000000}"
Iu8zKNIr2n6SesqVQTg1,qTgYd8u1jywK7TDfIftm,jmJi8M0fBSCZjTsY1XZd,4,"{""_seconds"":1436937195,""_nanoseconds"":844000000}"
IuDYAmrkpHCBezPjnbfv,iKqOz8RCRk1phksAfDXm,fP1CjURUyP5AlLywzC6d,4,"{""_seconds"":1512348983,""_nanoseconds"":864000000}"
IvQRzEoshMDaa72sEKgM,QCZbBrneHtuitCaYmXOf,2W7RVSBtvAzglTKbSuKV,5,"{""_seconds"":1429643457,""_nanoseconds"":916000000}"
Iwa8UlUfeU3HsZyHKcaw,an0pJBeKaZjBnfegVzGz,He5Mv7RiQ2i0garxQxGa,3,"{""_seconds"":1626969820,""_nanoseconds"":458000000}"
IwsI9BvPDqbxT39Qz0oO,6o9RS0IhOc0djcRg5TlO,0hzXY2zftI3mBtifQu5V,4,"{""_seconds"":1529155098,""_nanoseconds"":402000000}"
Ix9w5VuyiZThTbCY7Zm6,SLoqk8ZD4mzDN87diH9e,c4gp3oKOjDcCTa3PWYRy,2,"{""_seconds"":1605286292,""_nanoseconds"":465000000}"
Ixms5GUAXzv35nuoQYD9,fKs55gXvJAOXZa4XCwCV,8PWCUycv0jjYY0y6E4fD,3.5,"{""_seconds"":1603600277,""_nanoseconds"":233000000}"
IyIUKZnu20IXHFnjcGkj,ygbEGAs2vOjO8G1JjIjy,c4gp3oKOjDcCTa3PWYRy,4,"{""_seconds"":1455951126,""_nanoseconds"":185000000}"
IygChoXSnx70ZaIn8FcN,pvDJugZMzKarsGqvK47V,qi6pbTev82jWQhbWngaT,4.5,"{""_seconds"":1359553134,""_nanoseconds"":278000000}"
IzNx5nwVFyk1SKtvdzpn,xTVW8lxVUdabN1YgT5zq,0hzXY2zftI3mBtifQu5V,5,"{""_seconds"":1659178854,""_nanoseconds"":438000000}"
J04PeTal8ldareT8D6o8,3BkkPUWZmTBxU1HJPB5i,ICrzmCm7bJtV8n9GROdl,4,"{""_seconds"":1446132390,""_nanoseconds"":88000000}"
J0j6rjyCHwdtiDtKr83R,dMnRyPcPN4P3tXVg98lg,EBknh7bEnO3NyTrr1062,4,"{""_seconds"":1643256243,""_nanoseconds"":975000000}"
J0yKJ7joQO5MxXHL4JUc,XVGSr8B7nWo23xcuvuCj,dEJdDR0YEQsyPgZLoUam,5,"{""_seconds"":1616606643,""_nanoseconds"":979000000}"
J1Bjiw26bYpxO7OUkTQy,3CB7nolYu3g3vSkwaNmv,jmJi8M0fBSCZjTsY1XZd,5,"{""_seconds"":1435123039,""_nanoseconds"":561000000}"
J1i8QLMWr98GkCjZT0k2,eI3TJWbMBrcv6vMD1gC1,oKcTsIup3B2CAMSFz584,3,"{""_seconds"":1477303273,""_nanoseconds"":885000000}"
J2MQUOb2lm6fBsokJeUD,XmJL86TNZkFWCr9CLp4q,oicFooeach3VubW4KwJr,1,"{""_seconds"":1609866550,""_nanoseconds"":970000000}"
J2k0rvYliUnM1KzDsCfg,lDLOToNUMeElHykHBYBj,OfY4vv7pgJ5w1CmMhz3M,3.5,"{""_seconds"":1559218656,""_nanoseconds"":803000000}"
J3OjCeouMWRCY31JpjHs,m5IuPZXo7DKQUT8XWwSl,jmJi8M0fBSCZjTsY1XZd,3.5,"{""_seconds"":1428732987,""_nanoseconds"":218000000}"
J3hTYiWonbt74Ev7dkzh,QauXDR7o8RujIlUGNc4Y,57oJgyE4MXbxxPYGVf92,5,"{""_seconds"":1626785061,""_nanoseconds"":994000000}"
J3nquyCRonzWTkzVakDC,2nUmaFQJHB9S1fIDV9hW,naoTrCHThzlUN9hHj5kT,5,"{""_seconds"":1517614347,""_nanoseconds"":673000000}"
J4SPVzD3umUHZmc1lu2z,8y9tvqDlvz52tfjonJjV,2W7RVSBtvAzglTKbSuKV,5,"{""_seconds"":1284677026,""_nanoseconds"":850000000}"
J4jqJijb2fiGTyaa2Wl4,bNhHBCJV08vfo2nfs08I,E7FHqKgvSDUJ5oYD0VWg,4,"{""_seconds"":1347927341,""_nanoseconds"":185000000}"
J4yIy5Z94TmN0AG8Pozp,YKHGs5P2DZlWVn8AAAc0,oKcTsIup3B2CAMSFz584,3,"{""_seconds"":1468265719,""_nanoseconds"":44000000}"
J5soabOG9bhaYDbuZu6m,eVOiB0MHqx830l7XPksD,CFm8QyWr7rBQTFz83H4p,3,"{""_seconds"":1567330804,""_nanoseconds"":802000000}"
J6C9tjgKSpUdvKsU33Lg,iuo3CtEpjv8jUsxiTpjF,He5Mv7RiQ2i0garxQxGa,3,"{""_seconds"":1500342581,""_nanoseconds"":535000000}"
J6z4k2EG8s3po1LQMR7T,8seT35Z1R1YgjrC8uino,8PWCUycv0jjYY0y6E4fD,5,"{""_seconds"":1570270080,""_nanoseconds"":120000000}"
J70BekqXVgsXxo0crIRV,uNs8NykLuh0CXzLgMhao,0hzXY2zftI3mBtifQu5V,5,"{""_seconds"":1353404257,""_nanoseconds"":30000000}"
J821Me3FO6UWckqip4g9,BcrFNcanL2YEMrhib8ZZ,naoTrCHThzlUN9hHj5kT,4,"{""_seconds"":1606775690,""_nanoseconds"":918000000}"
J8pjiWlPaeguFJfGd6fe,VNYvaxJgSVIUiyCoQ4MO,0kNEruwWCWIN4F8JJQvg,3,"{""_seconds"":1370665573,""_nanoseconds"":414000000}"
J8q1M4Vl0iAOq8CJ9Ltx,rIgNJ6f5CRNSMpDyE62Q,aDcZcIwweTeM1Sr3Sz3X,5,"{""_seconds"":1441281442,""_nanoseconds"":45000000}"
J8uAuBjqF9bn49zW2tos,OnBbFvkg1wEqsFOEQ8fi,E7FHqKgvSDUJ5oYD0VWg,3.5,"{""_seconds"":1434057522,""_nanoseconds"":804000000}"
J9DOlHlFEF3dqczf66eW,qlQRGjO98d1wNCDg648k,cPhIUTHws87c58ecrQV2,3,"{""_seconds"":1318555154,""_nanoseconds"":470000000}"
JAodWrzokgZEJoFQb5z9,McPdZHIoyl2GMaN0edvs,l17XKGfrekSuOPw7tPoB,3,"{""_seconds"":1591578001,""_nanoseconds"":482000000}"
JB9F8iIintSOiF0CgsbZ,1F2ghU3G7LJZADoKX0ud,75uD6iP12uEVLpULDmpu,2.5,"{""_seconds"":1452013203,""_nanoseconds"":135000000}"
JBpZAkYin31bhlurwljj,qEM6v8N5nxAnLgv7bN1q,cPhIUTHws87c58ecrQV2,4,"{""_seconds"":1663662582,""_nanoseconds"":495000000}"
JBs1SOUs8x43tjmL7wvq,e2olhmaw5s8iayfRpw6g,nGyyHyn4PSUfp56hyG1G,1.5,"{""_seconds"":1444636068,""_nanoseconds"":624000000}"
JCBvJYwHL1mN48MI27VK,HMbkCYUNvcYFp4z04e7K,5pbw6CrRy2DT2QFc4B9M,4,"{""_seconds"":1358328462,""_nanoseconds"":945000000}"
JCRzFFPU5V3BEqI2amqG,xdX3hz9mYbKlFGz3X5yT,EBknh7bEnO3NyTrr1062,4.5,"{""_seconds"":1625982154,""_nanoseconds"":392000000}"
JCpau2aDzP86Gy44UEbK,TIyF17uxBDBxvr0Hz8XH,dEJdDR0YEQsyPgZLoUam,3.5,"{""_seconds"":1407946433,""_nanoseconds"":841000000}"
JCyxNfBuBWh2y2GcPcwi,ggNmHnPxI4zBumnJ3eid,nGyyHyn4PSUfp56hyG1G,2,"{""_seconds"":1524694123,""_nanoseconds"":703000000}"
JDUNEpbIOcHGOfTEF8Vc,QpNdHyWey1bh9bdjwf83,cPhIUTHws87c58ecrQV2,5,"{""_seconds"":1362358120,""_nanoseconds"":367000000}"
JDdAk05SApRR0VY70stL,uYxGJ8T6cRqyxcS0xzTR,5pbw6CrRy2DT2QFc4B9M,5,"{""_seconds"":1589559930,""_nanoseconds"":902000000}"
JDtgQPKCv5eEUuasv1Sb,CMNzrCHI6qByJcBC9ytG,EBknh7bEnO3NyTrr1062,5,"{""_seconds"":1658184841,""_nanoseconds"":406000000}"
JFE6OajgdqvVSVCqYhgW,Zc3kwnlcTtGaQB3odM8b,nGyyHyn4PSUfp56hyG1G,5,"{""_seconds"":1514337463,""_nanoseconds"":16000000}"
JFG1ArETefSAUWDyDtKs,C4Mjji0f1VbcfeuF3Wm6,5pbw6CrRy2DT2QFc4B9M,3.5,"{""_seconds"":1646442889,""_nanoseconds"":153000000}"
JFx647CTn31W2upA41ut,MKABhmEKVLYX0k5Gh5Cg,CFm8QyWr7rBQTFz83H4p,5,"{""_seconds"":1571230469,""_nanoseconds"":50000000}"
JHH1TNpZYrA9EwZgrFXl,L7echggLyI7Ny03nIcnv,57oJgyE4MXbxxPYGVf92,4,"{""_seconds"":1338365979,""_nanoseconds"":498000000}"
JHJZgrNktT34oGcvNtod,YPB4Q6GvdwV8uCCpZ6tY,EBknh7bEnO3NyTrr1062,4,"{""_seconds"":1480194020,""_nanoseconds"":877000000}"
JJCGYDfdGJwKkrHduIRO,DSyV5YkvMFrin0L4lUNu,cPhIUTHws87c58ecrQV2,3,"{""_seconds"":1272470960,""_nanoseconds"":968000000}"
JJfr2Qaox0moqtfQmgRm,AcsBh5jNAD61bjG9gVHT,cPhIUTHws87c58ecrQV2,3.5,"{""_seconds"":1419110676,""_nanoseconds"":346000000}"
JL64frsw7f4gavkGCJTY,jzNHOuOZDM1EAqHMlmtX,nGyyHyn4PSUfp56hyG1G,3.5,"{""_seconds"":1400518853,""_nanoseconds"":340000000}"
JLoHLBpoSFkpUNZX9h9h,g62EXCToIfLJOB5RGUAW,He5Mv7RiQ2i0garxQxGa,3,"{""_seconds"":1577633880,""_nanoseconds"":623000000}"
JM3lEPwQgpPfP184088I,8nmqZrhgLDfQZGoHDo4s,57oJgyE4MXbxxPYGVf92,2,"{""_seconds"":1540735464,""_nanoseconds"":231000000}"
JN3cX9bRDmjFtsUGB5qZ,ep6vmcrhdaY7nQcftXJb,oKcTsIup3B2CAMSFz584,4,"{""_seconds"":1399061124,""_nanoseconds"":784000000}"
JO1nvlrVVLxHPNHohtuv,QP4JWH7HzIrkhryE79ZK,EBknh7bEnO3NyTrr1062,4.5,"{""_seconds"":1363618749,""_nanoseconds"":258000000}"
JOeyWbTNgBxn9IEMUc5S,OuhCqhvWCFneQ2jZvYOR,oKcTsIup3B2CAMSFz584,3.5,"{""_seconds"":1435838848,""_nanoseconds"":311000000}"
JPB88L1hcPIkCvTzIVMP,99gVa4ygpCnZPHfVVfS7,CFm8QyWr7rBQTFz83H4p,4.5,"{""_seconds"":1422638629,""_nanoseconds"":677000000}"
JPDb9KTtb6MnX0k16SdH,lQrc3aYRZAanULD12AAJ,qi6pbTev82jWQhbWngaT,2.5,"{""_seconds"":1458630134,""_nanoseconds"":417000000}"
JPLwnb1V1r2GqhP3ZZLW,AIq3jsZD6HDIOVL3rbYk,8PWCUycv0jjYY0y6E4fD,4,"{""_seconds"":1652442258,""_nanoseconds"":585000000}"
JPgsII31bscP6RnbYQ2p,AE9d1VownovN6rdqwbKp,He5Mv7RiQ2i0garxQxGa,4,"{""_seconds"":1299070504,""_nanoseconds"":810000000}"
JQ90RbbKEIODUGlX9cs7,LAqq6pIpugBZDaMNNRSb,OfY4vv7pgJ5w1CmMhz3M,4,"{""_seconds"":1388252335,""_nanoseconds"":416000000}"
JQXfSutqK5vCcR7JlwPD,Pueuqg8aAZXlDWCG2bfU,CFm8QyWr7rBQTFz83H4p,4.5,"{""_seconds"":1632226181,""_nanoseconds"":174000000}"
JQc0RnpCmCMmhjpjobns,05B2t7dFWBdHcr0VUUCZ,QBmHEmYge9BxYYF2gK0l,3,"{""_seconds"":1606992516,""_nanoseconds"":133000000}"
JRV7u4Onrsf9cbBWG0mg,2hofUfG1GiP9cbaCm5Un,0kNEruwWCWIN4F8JJQvg,2,"{""_seconds"":1481046810,""_nanoseconds"":487000000}"
JT2SJfFxUdp7nkN3SuSn,kOb2cSDQLcuQ4vRMAzhC,jmJi8M0fBSCZjTsY1XZd,3,"{""_seconds"":1603506787,""_nanoseconds"":974000000}"
JTtrbRiVJSx7okHkplpT,NCk4oV4lKWR8SV5OjdhT,l17XKGfrekSuOPw7tPoB,3,"{""_seconds"":1297837637,""_nanoseconds"":792000000}"
JTxjlUla9xAey2gw5pVB,NyQ9pmwvTOC8tOoLdo9M,2W7RVSBtvAzglTKbSuKV,5,"{""_seconds"":1418452718,""_nanoseconds"":429000000}"
JU12RMEqs7Gw6Lvos9av,QuJmqos7RBQ1Sf3MV2xS,E7FHqKgvSDUJ5oYD0VWg,4,"{""_seconds"":1605239190,""_nanoseconds"":415000000}"
JUk3jQRdjlhMo9O8wqDM,S8WHLLZXQjKonaRWKQsj,QBmHEmYge9BxYYF2gK0l,4,"{""_seconds"":1670013384,""_nanoseconds"":536000000}"
JUp7GZPvc3XHk7IOvLTt,knBsFmZJk2LLi8yLiCiZ,oKcTsIup3B2CAMSFz584,5,"{""_seconds"":1378696230,""_nanoseconds"":464000000}"
JVJOBUMBlHzf71N3bofw,wirSM8HcA2Z77LD3RvBO,nGyyHyn4PSUfp56hyG1G,3,"{""_seconds"":1468649723,""_nanoseconds"":667000000}"
JVcinOai6nnYty1vLkq5,ujdEO6EfesxrWoiV0K2R,QBmHEmYge9BxYYF2gK0l,3.5,"{""_seconds"":1322038305,""_nanoseconds"":924000000}"
JVnWFKZStVDfFrxmlFRN,uYxGJ8T6cRqyxcS0xzTR,8PWCUycv0jjYY0y6E4fD,2,"{""_seconds"":1365179567,""_nanoseconds"":712000000}"
JVzxTebS0potZlxY8eEJ,nkOYw4VSIcX3eonGAFEl,5pbw6CrRy2DT2QFc4B9M,5,"{""_seconds"":1608634760,""_nanoseconds"":414000000}"
JWaFAQfsHf4T1GJGc5XA,vMoR7L3Nb5ns1yO64LSG,aDcZcIwweTeM1Sr3Sz3X,5,"{""_seconds"":1317411250,""_nanoseconds"":120000000}"
JWsXKBYo9v2PsjrVwyVh,SHItIuSaicrn4x3QrYad,0kNEruwWCWIN4F8JJQvg,3,"{""_seconds"":1558558429,""_nanoseconds"":454000000}"
JWtCP6QAzhBLgbeECPOf,DW84zQsYrtw7LPwU4WCd,75uD6iP12uEVLpULDmpu,4,"{""_seconds"":1521899730,""_nanoseconds"":184000000}"
JWxP1JvcJHVK3WIR3Ofb,pmE6ziVpcuxN3GJi0kC5,0kNEruwWCWIN4F8JJQvg,1,"{""_seconds"":1540324464,""_nanoseconds"":17000000}"
JXWujqTspVaGc5wAjQzR,A5iLbPyudhla2Nq8Ouzf,EBknh7bEnO3NyTrr1062,4,"{""_seconds"":1624542214,""_nanoseconds"":754000000}"
JXpQJNFkwxWiuDFddYum,JSaLPoKHReYF4mtzxNtA,oKcTsIup3B2CAMSFz584,4,"{""_seconds"":1499699838,""_nanoseconds"":924000000}"
JYBFD1acjhs7oL3yIhYb,a1Fl9fVGyFSGDnmlgsGM,2W7RVSBtvAzglTKbSuKV,4,"{""_seconds"":1322102744,""_nanoseconds"":633000000}"
JZ1yAxcIzhSlEY5LjljG,V7BuTLf5gJZS3FkrBBIV,oKcTsIup3B2CAMSFz584,2.5,"{""_seconds"":1341048684,""_nanoseconds"":342000000}"
JZjPsN4k7UKGLfomqhk1,xOIHfvuWZRwbi2QcJ00j,Ov0EsCaLyOGpYazVr8UV,2,"{""_seconds"":1577911746,""_nanoseconds"":334000000}"
JZo8dOFRAJWEZ0OKkGnQ,7ykeTIkiAHZa7F4KWZMJ,5pbw6CrRy2DT2QFc4B9M,4.5,"{""_seconds"":1513565230,""_nanoseconds"":342000000}"
Ja8HbfstN1cJwyL8BsPr,F8BFdKDOvtlQgxQXhmyf,8PWCUycv0jjYY0y6E4fD,1,"{""_seconds"":1634904436,""_nanoseconds"":950000000}"
JbaazcqWghCjbyU7PPH9,7beTbB66PQuQvwuUjkcC,EBknh7bEnO3NyTrr1062,4,"{""_seconds"":1446297129,""_nanoseconds"":203000000}"
JcFydreSiTfM2dh0v7dh,tHGZaTQkuMiu3ryeYaxW,l17XKGfrekSuOPw7tPoB,4,"{""_seconds"":1503633219,""_nanoseconds"":30000000}"
JcsXGqsb9RCezrihviRa,qoM8jaVVGzYM0O1xs9BU,He5Mv7RiQ2i0garxQxGa,4,"{""_seconds"":1471844997,""_nanoseconds"":576000000}"
JdHw8zdWjqXK5w5tQ0Za,UXdiJednYsaWw5yvBCPs,dEJdDR0YEQsyPgZLoUam,3.5,"{""_seconds"":1640075228,""_nanoseconds"":161000000}"
JfnJNOuRznToKT19FbLB,6EzIJnFt8fcRKOIYpcN3,naoTrCHThzlUN9hHj5kT,3.5,"{""_seconds"":1504375817,""_nanoseconds"":715000000}"
JgiJfginRhAist3RYCQ4,FdYxT2mPeRpIrWbALv6o,oicFooeach3VubW4KwJr,2,"{""_seconds"":1274382612,""_nanoseconds"":324000000}"
Jgjiv3RaaohTBhzyCBU3,vRYRiv1N13IIeaoc60P5,nGyyHyn4PSUfp56hyG1G,2,"{""_seconds"":1304157568,""_nanoseconds"":904000000}"
JhGaaVWVmSIloswjOM9j,JdNKKaftzHiDZpQPU5Ra,Ov0EsCaLyOGpYazVr8UV,3,"{""_seconds"":1632628667,""_nanoseconds"":613000000}"
Jikk9X93YbQk9cS35JsN,DWTz5y5lpoKtRX5GtGuH,l17XKGfrekSuOPw7tPoB,5,"{""_seconds"":1405881497,""_nanoseconds"":924000000}"
JkBFZaoj0KoL8EvZFQ5A,kvgEqTSgxET3L8ALzKQY,qi6pbTev82jWQhbWngaT,3.5,"{""_seconds"":1566284122,""_nanoseconds"":980000000}"
JkgaF9vjajbwo1M5S0ez,8EluafmJn8OOsIXy3lJQ,dEJdDR0YEQsyPgZLoUam,4,"{""_seconds"":1430579819,""_nanoseconds"":391000000}"
Jl7fKUHkeHJzxbPMaWeW,JkIVxbySIi8cJpUmBmpN,8PWCUycv0jjYY0y6E4fD,4,"{""_seconds"":1406562587,""_nanoseconds"":366000000}"
JlFt0guv0ZAclE68ZVQs,c5Gc1fH37abp0RpfrtLe,E7FHqKgvSDUJ5oYD0VWg,4.5,"{""_seconds"":1273865306,""_nanoseconds"":711000000}"
JlXI170AqDpopVKMlAft,aQxX4pvN9mVAvCsCXTiJ,EBknh7bEnO3NyTrr1062,3,"{""_seconds"":1373403537,""_nanoseconds"":430000000}"
Jlttau70KkogEY6GWofV,joCncCO5l2lTXWo5O8sf,He5Mv7RiQ2i0garxQxGa,3.5,"{""_seconds"":1377907467,""_nanoseconds"":638000000}"
JnL7JFX4oaN8uaRrqdeX,cUStslo8DwXMrRsXo25W,0hzXY2zftI3mBtifQu5V,4,"{""_seconds"":1502945677,""_nanoseconds"":947000000}"
JnR9sFzypRVAf7ElhNx1,GyYzcmIqJbCzDWFG7XHb,He5Mv7RiQ2i0garxQxGa,4,"{""_seconds"":1521494786,""_nanoseconds"":495000000}"
JoDa32zkpbGYgbJDIKaZ,KFLaROc96tI1DMKgLeiB,cPhIUTHws87c58ecrQV2,3,"{""_seconds"":1394628445,""_nanoseconds"":112000000}"
Joa6cdbY66x1gCgaJPg8,lH1aZA3SipcnzDl4CswQ,CFm8QyWr7rBQTFz83H4p,4,"{""_seconds"":1625404280,""_nanoseconds"":297000000}"
JouofhIht5Dv0zECAMZm,Tymib4TiH2d60ekgxIb9,c4gp3oKOjDcCTa3PWYRy,3,"{""_seconds"":1277004254,""_nanoseconds"":87000000}"
JpFrMIo75Ia218zZvNCF,6uCllKQWS9q72o9WdTzo,dEJdDR0YEQsyPgZLoUam,5,"{""_seconds"":1274029679,""_nanoseconds"":719000000}"
Jq2OFlrsvkuj8U7x844x,9PMZJ2kpwu2LPFMkykmq,57oJgyE4MXbxxPYGVf92,5,"{""_seconds"":1483355977,""_nanoseconds"":727000000}"
Jqc40wawLrYYIEix5jZ0,Jlg7rothpUTehH90ofSr,He5Mv7RiQ2i0garxQxGa,4.5,"{""_seconds"":1373827007,""_nanoseconds"":195000000}"
JqpoYeevc2nsnRcvHIQ4,EOmmbt8pcpu2D9NR4lTB,Vh5YJq0Ln7QZzgihae1u,5,"{""_seconds"":1289576359,""_nanoseconds"":584000000}"
JqquLkOhyNRHChsJ8gY2,IBNkQDcNx3hA5m1JLPYf,aDcZcIwweTeM1Sr3Sz3X,3,"{""_seconds"":1450933976,""_nanoseconds"":405000000}"
JrrI11C81ASvsj7OAKix,qjfbndNFxde44GJlNds5,57oJgyE4MXbxxPYGVf92,4,"{""_seconds"":1301480888,""_nanoseconds"":426000000}"
Jt8ohicpAPCbzvP4yopp,3JqpkG8bO6KHtOxdHw7w,qi6pbTev82jWQhbWngaT,5,"{""_seconds"":1503939892,""_nanoseconds"":917000000}"
JtfLqpFxdByyFL2W7uT5,v3lE2HqWMnC76qirb6Qr,0hzXY2zftI3mBtifQu5V,4,"{""_seconds"":1482640666,""_nanoseconds"":299000000}"
JtxdYwVC1TU4pRaqCR1o,I7Xfi3lcwjvpLZPecYf2,EBknh7bEnO3NyTrr1062,2,"{""_seconds"":1315452581,""_nanoseconds"":875000000}"
JvNK9Xn73megVoI9HA4I,Asc9Ne3wKTt5GvFs75ZN,8PWCUycv0jjYY0y6E4fD,4.5,"{""_seconds"":1303485751,""_nanoseconds"":139000000}"
Jvgg1TIWCT2G6sOFg7Cz,8Tp7SXwq6RtZhLsqVx7V,0hzXY2zftI3mBtifQu5V,4,"{""_seconds"":1498365077,""_nanoseconds"":971000000}"
JwCdp9zPvddKWoOqomZL,KLgjRO1xWRGLU8zfPbWj,l17XKGfrekSuOPw7tPoB,1,"{""_seconds"":1495795447,""_nanoseconds"":428000000}"
JwZQbu2fJDK6HYD3xquC,tJwxexGO1f0rHSh0eAuM,r4vXAQrpW1lvjGQ7ZNR2,5,"{""_seconds"":1413227245,""_nanoseconds"":857000000}"
JwydmdRxeZknCdNmA3Jb,cRzWEAxchIhxcAMB13zs,EBknh7bEnO3NyTrr1062,4,"{""_seconds"":1361341595,""_nanoseconds"":431000000}"
Jx06lFVoUkVYjkiEu9is,VJHL7gMau4uS5E7o7jkq,UbIUYv5sV6k91TMmKyij,3.5,"{""_seconds"":1457595180,""_nanoseconds"":955000000}"
Jx09aFKCkw4sowPjqDzK,x3oFxbdcpzQo1KG3AIBo,ICrzmCm7bJtV8n9GROdl,3,"{""_seconds"":1444894089,""_nanoseconds"":875000000}"
Jy4bLy1Vk1pCUpYqJgUT,I7Xfi3lcwjvpLZPecYf2,5pbw6CrRy2DT2QFc4B9M,2.5,"{""_seconds"":1607506227,""_nanoseconds"":260000000}"
JyRBHQWAta9vwe0WwZKa,EOmmbt8pcpu2D9NR4lTB,5pbw6CrRy2DT2QFc4B9M,3,"{""_seconds"":1444060189,""_nanoseconds"":392000000}"
JyvMcPbyTpMc28l0krc2,iTNFLOWK3RidCVbyeJfD,oKcTsIup3B2CAMSFz584,2.5,"{""_seconds"":1334473317,""_nanoseconds"":12000000}"
JzMGvF7981MMpyRsJjzs,PcZNwo69epu5avl0BVZ4,oKcTsIup3B2CAMSFz584,5,"{""_seconds"":1459696967,""_nanoseconds"":869000000}"
K06Uz5bTkeGMPGpxWITu,NyQ9pmwvTOC8tOoLdo9M,5pbw6CrRy2DT2QFc4B9M,5,"{""_seconds"":1503996369,""_nanoseconds"":67000000}"
K0sBtRMBbQ4Kagx1qZhR,zhjCrENGQBIUaKxbGjZb,CFm8QyWr7rBQTFz83H4p,2.5,"{""_seconds"":1657202640,""_nanoseconds"":719000000}"
K12hc9eknSolkkehn4NB,rbecx7JrNCdZYwUhLGCb,l17XKGfrekSuOPw7tPoB,5,"{""_seconds"":1382184451,""_nanoseconds"":615000000}"
K1rsAnTRlkdTymfpdVud,chzK7mcete9vKinm6Oh4,0kNEruwWCWIN4F8JJQvg,4,"{""_seconds"":1293884536,""_nanoseconds"":617000000}"
K2eG78ZQOBisttGJsf4v,We0dXf8Eg4DtmZjoL8Ok,57oJgyE4MXbxxPYGVf92,4,"{""_seconds"":1509185972,""_nanoseconds"":880000000}"
K2iFKoG38TeDn3li20k9,rIgNJ6f5CRNSMpDyE62Q,He5Mv7RiQ2i0garxQxGa,4,"{""_seconds"":1265843270,""_nanoseconds"":647000000}"
K3D8wulEigrm0tq6o2Pe,IBNkQDcNx3hA5m1JLPYf,oicFooeach3VubW4KwJr,3,"{""_seconds"":1404685321,""_nanoseconds"":134000000}"
K3KF1uKSpHLCZclMf7EQ,oGPhtDQ7YNsUohNLBW4m,0kNEruwWCWIN4F8JJQvg,2.5,"{""_seconds"":1575199170,""_nanoseconds"":226000000}"
K3SnnF5RLhahbLyZXAy7,FkOYZjj77VANWsNSPkcs,0hzXY2zftI3mBtifQu5V,3.5,"{""_seconds"":1660113229,""_nanoseconds"":606000000}"
K43MR742qybtamW8GJL6,dXdajQGmYI23X9qPFpDf,qi6pbTev82jWQhbWngaT,4.5,"{""_seconds"":1365510899,""_nanoseconds"":954000000}"
K45OGq1KiRROY9iZbuK8,SjvY08WQEx2Oo9SNbof4,He5Mv7RiQ2i0garxQxGa,4,"{""_seconds"":1461578232,""_nanoseconds"":125000000}"
K4e7UI1s65ADhOcp2gBC,2PW5dns795zxaQSEr5Zv,Ov0EsCaLyOGpYazVr8UV,4,"{""_seconds"":1393737247,""_nanoseconds"":924000000}"
K57GDo2Si7Yr4Zl5AYkH,yXsBu7hgmq1RGpS2eCPu,2W7RVSBtvAzglTKbSuKV,3,"{""_seconds"":1581010707,""_nanoseconds"":905000000}"
K5E1C27N4TfXLxuco5cr,m99xIYi4aFYvjoNA8qql,Vh5YJq0Ln7QZzgihae1u,4,"{""_seconds"":1291892042,""_nanoseconds"":845000000}"
K5U9rK6WKFXrRQ5JJKKz,yojYGnyhpNP8FGeO9F7F,oicFooeach3VubW4KwJr,3.5,"{""_seconds"":1527040043,""_nanoseconds"":754000000}"
K5alkjTtPMz0kzIg7iTz,0Uy0UGggdAPwPmrUTHVe,jmJi8M0fBSCZjTsY1XZd,3.5,"{""_seconds"":1658679610,""_nanoseconds"":241000000}"
K5ytNph2hY3QFeZ86jcv,ZKwPgzhi9zGWeNy8sagE,OfY4vv7pgJ5w1CmMhz3M,4,"{""_seconds"":1628283772,""_nanoseconds"":536000000}"
K65k92Ky9t9M6a7rtdDd,7AvrxwRkjAatiKqC3lPQ,ICrzmCm7bJtV8n9GROdl,5,"{""_seconds"":1494664803,""_nanoseconds"":841000000}"
K6o1nr3R1NpGKw9EQOIn,Cf7WpFiwpS44qrI9dK8X,naoTrCHThzlUN9hHj5kT,3,"{""_seconds"":1585195085,""_nanoseconds"":685000000}"
K6rlZvdEvDQlcBifMDtW,1fUidnc3njodjCPIBZ99,0hzXY2zftI3mBtifQu5V,2.5,"{""_seconds"":1267694092,""_nanoseconds"":50000000}"
K8NaqFQMZDez0ydUGkNm,aBUMSrkziNkE9LG7Oi7g,r4vXAQrpW1lvjGQ7ZNR2,3.5,"{""_seconds"":1604553052,""_nanoseconds"":864000000}"
K9X8dFkJ9MC7k3gIbHGH,SQcrjkk6xIv2LD2QHQIp,ICrzmCm7bJtV8n9GROdl,4.5,"{""_seconds"":1424635711,""_nanoseconds"":708000000}"
